Simbolo,Descrizione,Prezzo,Prezzo - Valuta,Settore,Capitalizzazione di mercato,Capitalizzazione di mercato - Valuta,Borsa del mercato
TILE,"Interface, Inc.",32.56,USD,Filiera di fabbricazione,1901198582,USD,
AAMI,Acadian Asset Management Inc.,53.23,USD,Finanza,1900796531.9999998,USD,
DFH,"Dream Finders Homes, Inc. Class A",20.49,USD,Beni di consumo durevoli,1900544217.9999998,USD,
AUPH,Aurinia Pharmaceuticals Inc.,14.4,USD,Tecnologia sanitaria,1898504027,USD,
SKWD,"Skyward Specialty Insurance Group, Inc.",46.88,USD,Finanza,1898047569,USD,
NWBI,"Northwest Bancshares, Inc.",12.99,USD,Finanza,1897838649.0000002,USD,
OLMA,"Olema Pharmaceuticals, Inc.",24.08,USD,Tecnologia sanitaria,1894130861,USD,
DCO,Ducommun Incorporated,126.58,USD,Tecnologia elettronica,1891871239.0000002,USD,
DGII,Digi International Inc.,50.2,USD,Tecnologia elettronica,1888080275,USD,
EXTR,"Extreme Networks, Inc.",14.05,USD,Tecnologia elettronica,1886487154.0000002,USD,
PTON,"Peloton Interactive, Inc. Class A",4.41,USD,Servizi al consumatore,1876406858,USD,
OFG,OFG Bancorp,42.66,USD,Finanza,1875129647,USD,
LC,LendingClub Corp,16.26,USD,Finanza,1872836632.0000002,USD,
NUVB,"Nuvation Bio, Inc. Class A",5.44,USD,Tecnologia sanitaria,1870453906,USD,
LOB,"Live Oak Bancshares, Inc.",40.88,USD,Finanza,1869495607,USD,
MQ,"Marqeta, Inc. Class A",4.24,USD,Servizi commerciali,1866020690,USD,
SONO,"Sonos, Inc.",15.41,USD,Beni di consumo durevoli,1862647637.9999998,USD,
SEM,Select Medical Holdings Corporation,15.01,USD,Servizi sanitari,1861498036,USD,
APPN,Appian Corporation Class A,25.14,USD,Servizi tecnologici,1859362959,USD,
SPB,"Spectrum Brands Holdings, Inc.",80.12,USD,Beni di consumo durevoli,1858686933,USD,
LTC,"LTC Properties, Inc.",38.92,USD,Finanza,1853144303,USD,
EVCM,"EverCommerce, Inc.",10.32,USD,Servizi tecnologici,1851071210,USD,
FUN,Six Flags Entertainment Corporation,18.24,USD,Servizi al consumatore,1850892120,USD,
FIGS,"FIGS, Inc. Class A",11.24,USD,Beni di consumo non durevoli,1848965331.9999998,USD,
BCRX,"BioCryst Pharmaceuticals, Inc.",7.45,USD,Tecnologia sanitaria,1847890968,USD,
GEO,GEO Group Inc,13.26,USD,Servizi commerciali,1845755572,USD,
WMK,"Weis Markets, Inc.",74.42,USD,Vendita al dettaglio,1841492966.9999998,USD,
AORT,"Artivion, Inc.",38.33,USD,Tecnologia sanitaria,1835389963.0000002,USD,
BTDR,Bitdeer Technologies Group Class A,7.78,USD,Servizi tecnologici,1832595252,USD,
BORR,Borr Drilling Limited,5.95,USD,Servizi industriali,1825893117.9999998,USD,
TNET,"TriNet Group, Inc.",38.48,USD,Servizi commerciali,1820072683.0000002,USD,
GBX,"Greenbrier Companies, Inc.",58.85,USD,Filiera di fabbricazione,1817650575,USD,
NVTS,Navitas Semiconductor Corporation,7.88,USD,Tecnologia elettronica,1816309967,USD,
PWP,Perella Weinberg Partners Class A,20.12,USD,Finanza,1813400316,USD,
PGNY,"Progyny, Inc.",20.98,USD,Servizi commerciali,1808720475.0000002,USD,
OMCL,"Omnicell, Inc.",40.26,USD,Servizi tecnologici,1806728703,USD,
UFPT,"UFP Technologies, Inc.",233.49,USD,Industrie di trasformazione,1800778552,USD,
CHCO,City Holding Company,124.96,USD,Finanza,1800505060,USD,
CDRE,"Cadre Holdings, Inc.",44.26,USD,Tecnologia elettronica,1799781714,USD,
RVLV,"Revolve Group, Inc Class A",25.19,USD,Vendita al dettaglio,1796909337.0000002,USD,
SEMR,"SEMrush Holdings, Inc. Class A",11.82,USD,Servizi tecnologici,1790211552,USD,
ALKT,Alkami Technology Inc,17.03,USD,Servizi tecnologici,1788218285,USD,
STRA,"Strategic Education, Inc.",76.12,USD,Servizi al consumatore,1787801430,USD,
SHO,"Sunstone Hotel Investors, Inc.",9.4,USD,Finanza,1785089561,USD,
AMRC,"Ameresco, Inc. Class A",33.73,USD,Servizi industriali,1780858256.0000002,USD,
RXRX,"Recursion Pharmaceuticals, Inc. Class A",3.42,USD,Tecnologia sanitaria,1779963666.0000002,USD,
SHLS,"Shoals Technologies Group, Inc. Class A",10.61,USD,Tecnologia elettronica,1775991160.9999998,USD,
QUBT,Quantum Computing Inc.,7.9,USD,Servizi tecnologici,1770574020,USD,
AXGN,"Axogen, Inc.",35.3,USD,Tecnologia sanitaria,1769316719,USD,
VECO,Veeco Instruments Inc.,29.32,USD,Tecnologia elettronica,1767910508,USD,
EVTC,"EVERTEC, Inc.",27.54,USD,Servizi commerciali,1762115038,USD,
HLMN,Hillman Solutions Corp.,8.95,USD,Servizi di distribuzione,1759488624.0000002,USD,
MGNI,"Magnite, Inc.",12.23,USD,Servizi tecnologici,1756813420,USD,
INVX,"Innovex International, Inc.",25.47,USD,Servizi industriali,1755590707,USD,
WLDN,"Willdan Group, Inc.",119,USD,Servizi commerciali,1755235928,USD,
INTA,"Intapp, Inc.",21.83,USD,Servizi tecnologici,1755040091.9999998,USD,
CMPR,Cimpress Plc,72.24,USD,Servizi commerciali,1754362116,USD,
HMN,Horace Mann Educators Corporation,43.12,USD,Finanza,1754335735,USD,
DEI,"Douglas Emmett, Inc",10.46,USD,Finanza,1751653224,USD,
CXW,"CoreCivic, Inc.",16.74,USD,Servizi commerciali,1750747114,USD,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A. Class E",49.88,USD,Finanza,1749729886,USD,
INVA,"Innoviva, Inc.",23.39,USD,Tecnologia sanitaria,1748848405.0000002,USD,
ANIP,"ANI Pharmaceuticals, Inc.",77.77,USD,Tecnologia sanitaria,1747416546,USD,
MCRI,"Monarch Casino & Resort, Inc.",95.39,USD,Servizi al consumatore,1740895326,USD,
ICHR,"Ichor Holdings, Ltd.",50.35,USD,Filiera di fabbricazione,1731246007.0000002,USD,
GRC,Gorman-Rupp Company,65.69,USD,Filiera di fabbricazione,1728490617,USD,
ASAN,"Asana, Inc. Class A",7.26,USD,Servizi tecnologici,1721346127.0000002,USD,
SRCE,1st Source Corporation,70.59,USD,Finanza,1717464973,USD,
UPWK,"Upwork, Inc.",13.17,USD,Servizi commerciali,1717107488,USD,
ARRY,Array Technologies Inc,11.23,USD,Filiera di fabbricazione,1715357412,USD,
FA,First Advantage Corp.,9.85,USD,Servizi tecnologici,1715032419.9999998,USD,
AGIO,"Agios Pharmaceuticals, Inc.",29.25,USD,Tecnologia sanitaria,1713820993,USD,
ZYME,Zymeworks Inc.,22.72,USD,Tecnologia sanitaria,1713217943,USD,
SNDX,Syndax Pharmaceuticals Inc,19.69,USD,Tecnologia sanitaria,1711353110.0000002,USD,
CTOS,Custom Truck One Source Inc,7.54,USD,Finanza,1708259381.9999998,USD,
STBA,"S&T Bancorp, Inc.",44.68,USD,Finanza,1707781305,USD,
AIN,Albany International Corp. Class A,59.44,USD,Industrie di trasformazione,1705928006.0000002,USD,
MNKD,MannKind Corporation,5.54,USD,Tecnologia sanitaria,1701169349.9999998,USD,
PRGS,Progress Software Corporation,40.33,USD,Servizi tecnologici,1698443479,USD,
OCUL,Ocular Therapeutix Inc,7.78,USD,Tecnologia sanitaria,1693642153.9999998,USD,
DFTX,"Definium Therapeutics, Inc.",17.13,USD,Tecnologia sanitaria,1687463969,USD,
TYRA,"Tyra Bioscience, Inc",31.58,USD,Tecnologia sanitaria,1685490820,USD,
BBAI,"BigBear.ai Holdings, Inc.",3.86,USD,Servizi tecnologici,1685087619,USD,
UTI,"Universal Technical Institute, Inc.",30.57,USD,Servizi commerciali,1681976907,USD,
TE,T1 Energy Inc.,6.21,USD,Filiera di fabbricazione,1680257191,USD,
HRMY,"Harmony Biosciences Holdings, Inc.",29.16,USD,Tecnologia sanitaria,1679509827,USD,
TNDM,"Tandem Diabetes Care, Inc.",24.57,USD,Tecnologia sanitaria,1678768024,USD,
THR,"Thermon Group Holdings, Inc.",51.02,USD,Filiera di fabbricazione,1675923832,USD,
WINA,Winmark Corporation,462.29,USD,Vendita al dettaglio,1646739410.9999998,USD,
TNGX,"Tango Therapeutics, Inc.",12.2,USD,Tecnologia sanitaria,1643060515,USD,
TCBK,TriCo Bancshares,50.47,USD,Finanza,1640863018.9999998,USD,
GABC,"German American Bancorp, Inc.",43.67,USD,Finanza,1637266767.9999998,USD,
NSSC,"NAPCO Security Technologies, Inc.",45.86,USD,Servizi commerciali,1635565999,USD,
SVV,Savers Value Village Inc.,10.46,USD,Vendita al dettaglio,1634139106.9999998,USD,
VOYG,"Voyager Technologies, Inc. Class A",27.41,USD,Servizi tecnologici,1632204671,USD,
BHVN,Biohaven Ltd.,11.23,USD,Tecnologia sanitaria,1630466697,USD,
GSHD,"Goosehead Insurance, Inc. Class A",44.45,USD,Finanza,1626354003,USD,
IMKTA,"Ingles Markets, Incorporated Class A",87.35,USD,Vendita al dettaglio,1623861417,USD,
NRIX,"Nurix Therapeutics, Inc.",15.78,USD,Tecnologia sanitaria,1622862789.9999998,USD,
ATRC,"AtriCure, Inc.",32.58,USD,Tecnologia sanitaria,1622806705,USD,
AMSC,American Superconductor Corporation,34.04,USD,Filiera di fabbricazione,1620722246,USD,
PCT,PureCycle Technologies Inc,8.99,USD,Servizi industriali,1619983116.0000002,USD,
LILA,Liberty Latin America Ltd. Class A,8.01,USD,Comunicazione,1619448100,USD,
LILAK,Liberty Latin America Ltd. Class C,8.1,USD,Comunicazione,1619448100,USD,
RAMP,"LiveRamp Holdings, Inc.",25.64,USD,Servizi tecnologici,1618522222.9999998,USD,
CRI,Carter's Incorporated,44.37,USD,Vendita al dettaglio,1617191880,USD,
RHLD,"Resolute Holdings Management, Inc.",190.04,USD,Servizi commerciali,1615471883,USD,
LEG,"Leggett & Platt, Incorporated",11.92,USD,Beni di consumo durevoli,1614400460,USD,
FUBO,FuboTV Inc. Class A,1.24,USD,Servizi tecnologici,1612775546.0000002,USD,
JJSF,J & J Snack Foods Corp.,84.65,USD,Beni di consumo non durevoli,1609357521,USD,
BFC,Bank First Corp,142.97,USD,Finanza,1603836168.9999998,USD,
PRG,"PROG Holdings, Inc.",40.5,USD,Finanza,1602820283.9999998,USD,
MXL,"MaxLinear, Inc.",18.47,USD,Tecnologia elettronica,1596752662,USD,
AGM,Federal Agricultural Mortgage Corporation Class C,149.46,USD,Finanza,1590884905,USD,
CBZ,"CBIZ, Inc.",29.15,USD,Servizi commerciali,1585801501,USD,
SION,"Sionna Therapeutics, Inc.",35.49,USD,Tecnologia sanitaria,1583875760.9999998,USD,
PBI,Pitney Bowes Inc.,10.51,USD,Servizi tecnologici,1575897845,USD,
WLY,"John Wiley & Sons, Inc. Class A",29.87,USD,Servizi al consumatore,1572811992,USD,
CNXN,"PC Connection, Inc.",62.11,USD,Servizi tecnologici,1567980878,USD,
VRE,"Veris Residential, Inc.",16.77,USD,Finanza,1566760374,USD,
ORKA,"Oruka Therapeutics, Inc.",32.34,USD,Tecnologia sanitaria,1565554482,USD,
SMPL,Simply Good Foods Co,16.91,USD,Beni di consumo non durevoli,1565447571,USD,
MBX,"MBX Biosciences, Inc.",34.79,USD,Tecnologia sanitaria,1562151120.0000002,USD,
MD,"Pediatrix Medical Group, Inc.",18.82,USD,Servizi sanitari,1562080077.0000002,USD,
CTS,CTS Corporation,53.75,USD,Tecnologia elettronica,1561567762,USD,
WSR,Whitestone REIT,15.22,USD,Finanza,1560979351,USD,
ROCK,"Gibraltar Industries, Inc.",52.79,USD,Filiera di fabbricazione,1559557135.9999998,USD,
HOPE,"Hope Bancorp, Inc.",12.16,USD,Finanza,1558744580.0000002,USD,
QCRH,"QCR Holdings, Inc.",92.42,USD,Finanza,1556228155,USD,
CAPR,"Capricor Therapeutics, Inc.",28.51,USD,Tecnologia sanitaria,1550966242,USD,
PGEN,Precigen Inc,4.38,USD,Tecnologia sanitaria,1549751321.9999998,USD,
KMTS,Kestra Medical Technologies Ltd.,26.56,USD,Tecnologia sanitaria,1549750903.0000002,USD,
PRLB,"Proto Labs, Inc.",65.37,USD,Industrie di trasformazione,1547879519.0000002,USD,
GENI,Genius Sports Limited,6.11,USD,Servizi tecnologici,1547162774,USD,
NVRI,Enviri Corporation,19.16,USD,Servizi industriali,1545305033.0000002,USD,
WTTR,"Select Water Solutions, Inc. Class A",12.73,USD,Minerali energetici,1544933745,USD,
ELVN,"Enliven Therapeutics, Inc.",26.02,USD,Tecnologia sanitaria,1544217209,USD,
KOD,"Kodiak Sciences, Inc.",25.28,USD,Tecnologia sanitaria,1543304388,USD,
EFC,Ellington Financial Inc.,12.37,USD,Finanza,1541908425,USD,
SBH,"Sally Beauty Holdings, Inc.",15.89,USD,Vendita al dettaglio,1541470055,USD,
AMLX,"Amylyx Pharmaceuticals, Inc.",14.01,USD,Tecnologia sanitaria,1538572235.0000002,USD,
LKFN,Lakeland Financial Corporation,60.23,USD,Finanza,1537595535,USD,
ENR,"Energizer Holdings, Inc.",22.43,USD,Beni di consumo non durevoli,1535754255.0000002,USD,
AVAH,Aveanna Healthcare Holdings Inc,7.34,USD,Servizi sanitari,1533409651,USD,
QDEL,QuidelOrtho Corporation,22.48,USD,Tecnologia sanitaria,1530478029,USD,
CLDX,"Celldex Therapeutics, Inc.",23.02,USD,Tecnologia sanitaria,1529666842.0000002,USD,
XHR,"Xenia Hotels & Resorts, Inc.",16.1,USD,Finanza,1526372579,USD,
MLKN,"MillerKnoll, Inc.",22.34,USD,Filiera di fabbricazione,1524704498.9999998,USD,
PRCT,PROCEPT BioRobotics Corp.,27.27,USD,Tecnologia sanitaria,1523809165,USD,
DOLE,Dole Plc,16,USD,Servizi di distribuzione,1522602539,USD,
FOR,Forestar Group Inc.,29.91,USD,Finanza,1522182057,USD,
SCL,Stepan Co,67.23,USD,Industrie di trasformazione,1520676437,USD,
LPG,Dorian LPG Ltd.,35.52,USD,Trasporti,1518270540,USD,
BY,"Byline Bancorp, Inc.",33.13,USD,Finanza,1517990984.0000002,USD,
LZB,La-Z-Boy Incorporated,37.02,USD,Beni di consumo durevoli,1514995758,USD,
ALEX,"Alexander & Baldwin, Inc.",20.8,USD,Finanza,1514657525,USD,
TNC,Tennant Company,83.37,USD,Filiera di fabbricazione,1511162080,USD,
FIVN,"Five9, Inc.",19.32,USD,Servizi tecnologici,1511134194,USD,
DHC,Diversified Healthcare Trust,6.24,USD,Finanza,1510997054,USD,
RLAY,"Relay Therapeutics, Inc.",8.7,USD,Tecnologia sanitaria,1507904740.0000002,USD,
TRS,TriMas Corporation,37.08,USD,Industrie di trasformazione,1507141586,USD,
DCOM,"Dime Community Bancshares, Inc.",34.27,USD,Finanza,1504259200,USD,
KW,"Kennedy-Wilson Holdings, Inc.",10.9,USD,Finanza,1503157781,USD,
ANAB,"AnaptysBio, Inc.",54.19,USD,Tecnologia sanitaria,1500438197,USD,
NVAX,"Novavax, Inc.",9.2,USD,Tecnologia sanitaria,1494990704,USD,
WBTN,WEBTOON Entertainment Inc.,11.17,USD,Servizi tecnologici,1490440299,USD,
RCAT,Red Cat Holdings Inc,12.47,USD,Servizi tecnologici,1488558142.0000002,USD,
WWW,"Wolverine World Wide, Inc.",18.16,USD,Beni di consumo non durevoli,1488536970.0000002,USD,
GOLD,"Gold.com, Inc.",58.82,USD,Finanza,1487969023,USD,
TTI,"TETRA Technologies, Inc.",11.11,USD,Industrie di trasformazione,1485926006,USD,
ARI,"Apollo Commercial Real Estate Finance, Inc.",10.63,USD,Finanza,1483937213,USD,
TFIN,"Triumph Financial, Inc.",62.31,USD,Finanza,1482601954,USD,
COHU,"Cohu, Inc.",31.56,USD,Tecnologia elettronica,1479795504,USD,
MBC,MasterBrand Inc,11.52,USD,Beni di consumo durevoli,1469230547,USD,
NTLA,"Intellia Therapeutics, Inc.",12.64,USD,Tecnologia sanitaria,1464090395,USD,
FLNG,FLEX LNG Ltd,27.49,USD,Trasporti,1459932558,USD,
ABR,Arbor Realty Trust Inc,7.45,USD,Finanza,1458044287,USD,
ICFI,"ICF International, Inc.",79.01,USD,Servizi commerciali,1456623039.0000002,USD,
PLSE,"Pulse Biosciences, Inc.",21.42,USD,Tecnologia sanitaria,1456325985,USD,
HTZ,Hertz Global Holdings Inc,4.665,USD,Finanza,1453580846.0000002,USD,
AESI,Atlas Energy Solutions Inc.,11.71,USD,Servizi industriali,1451831217,USD,
NEXT,NextDecade Corp.,5.48,USD,Minerali energetici,1451111631,USD,
HCSG,"Healthcare Services Group, Inc.",20.64,USD,Servizi commerciali,1450322770,USD,
GLUE,"Monte Rosa Therapeutics, Inc.",18.98,USD,Tecnologia sanitaria,1447087543.9999998,USD,
RYI,Ryerson Holding Corporation,27.97,USD,Minerali non energetici,1446382948,USD,
PEB,Pebblebrook Hotel Trust,12.69,USD,Finanza,1441528554,USD,
ATEN,"A10 Networks, Inc.",19.98,USD,Servizi tecnologici,1433095162,USD,
INOD,Innodata Inc.,44.82,USD,Servizi tecnologici,1428007790.0000002,USD,
SFL,SFL Corporation Limited,10.74,USD,Trasporti,1426248076,USD,
AI,"C3.ai, Inc. Class A",10.38,USD,Servizi tecnologici,1424689069.0000002,USD,
LNN,Lindsay Corporation,136.18,USD,Filiera di fabbricazione,1423716748,USD,
COLL,"Collegium Pharmaceutical, Inc.",45,USD,Tecnologia sanitaria,1422493973,USD,
DSGR,"Distribution Solutions Group, Inc.",30.71,USD,Servizi di distribuzione,1419655297,USD,
RAPP,"Rapport Therapeutics, Inc.",29.76,USD,Tecnologia sanitaria,1418395437,USD,
XPEL,"XPEL, Inc.",51.2,USD,Beni di consumo durevoli,1417144455,USD,
CNOB,"ConnectOne Bancorp, Inc.",27.96,USD,Finanza,1405635561.0000002,USD,
ARDX,"Ardelyx, Inc.",5.73,USD,Tecnologia sanitaria,1405267728.9999998,USD,
AHCO,AdaptHealth Corp.,10.34,USD,Servizi sanitari,1400287610,USD,
SILA,"Sila Realty Trust, Inc.",25.37,USD,Finanza,1398390742,USD,
WLFC,Willis Lease Finance Corporation,205.21,USD,Finanza,1398332521,USD,
UTZ,"UTZ Brands, Inc. Class A",9.7,USD,Beni di consumo non durevoli,1394684471,USD,
CNMD,CONMED Corporation,45.14,USD,Tecnologia sanitaria,1391825717,USD,
ZBIO,"Zenas BioPharma, Inc.",25.88,USD,Tecnologia sanitaria,1389216742,USD,
CRVS,"Corvus Pharmaceuticals, Inc.",16.57,USD,Tecnologia sanitaria,1388029882.0000002,USD,
WKC,World Kinect Corporation,24.97,USD,Servizi di distribuzione,1387302525.0000002,USD,
UMH,"UMH Properties, Inc.",16.18,USD,Finanza,1379032343,USD,
CXM,"Sprinklr, Inc. Class A",5.59,USD,Servizi tecnologici,1378975500,USD,
PUMP,ProPetro Holding Corp.,11.24,USD,Servizi industriali,1371550269.9999998,USD,
FLYW,Flywire Corp.,11.23,USD,Servizi commerciali,1371485353,USD,
SKYT,SkyWater Technology Inc,28.14,USD,Filiera di fabbricazione,1368326793,USD,
TRVI,"Trevi Therapeutics, Inc.",10.64,USD,Tecnologia sanitaria,1364368660,USD,
OBK,"Origin Bancorp, Inc.",43.97,USD,Finanza,1361844167,USD,
DAKT,"Daktronics, Inc.",27.73,USD,Filiera di fabbricazione,1351776971,USD,
AZTA,"Azenta, Inc.",29.28,USD,Servizi sanitari,1348681550,USD,
VTOL,Bristow Group Inc,46.61,USD,Trasporti,1347961221,USD,
ARDT,"Ardent Health, Inc.",9.41,USD,Servizi sanitari,1347396076,USD,
RES,"RPC, Inc.",6.1,USD,Servizi industriali,1345504202.9999998,USD,
GIII,"G-III Apparel Group, Ltd.",31.89,USD,Beni di consumo non durevoli,1345416282,USD,
ASTE,"Astec Industries, Inc.",58.72,USD,Filiera di fabbricazione,1343269420.0000002,USD,
UVV,Universal Corp,53.79,USD,Servizi di distribuzione,1340634886.0000002,USD,
VIA,"Via Transportation, Inc. Class A",16.55,USD,Servizi tecnologici,1340398027,USD,
LADR,Ladder Capital Corp. Class A,10.48,USD,Finanza,1333407716,USD,
VYX,NCR Voyix Corporation,9.6,USD,Servizi tecnologici,1329576176,USD,
WABC,Westamerica Bancorporation,53.08,USD,Finanza,1323446347.9999998,USD,
NVGS,Navigator Holdings Ltd.,20.19,USD,Trasporti,1323209369,USD,
ECVT,Ecovyst Inc,11.59,USD,Industrie di trasformazione,1321485058,USD,
WGO,"Winnebago Industries, Inc.",46.82,USD,Beni di consumo durevoli,1321289739.9999998,USD,
RDW,Redwire Corp,7.99,USD,Tecnologia elettronica,1319554753,USD,
UPBD,"Upbound Group, Inc.",22.78,USD,Finanza,1319092597,USD,
IRMD,IRadimed Corp.,103.56,USD,Tecnologia sanitaria,1317402896.9999998,USD,
HLX,"Helix Energy Solutions Group, Inc.",8.94,USD,Servizi industriali,1314903339,USD,
AMPH,"Amphastar Pharmaceuticals, Inc.",28.53,USD,Tecnologia sanitaria,1311015588,USD,
YELP,Yelp Inc.,21.25,USD,Servizi tecnologici,1306704769,USD,
PLTK,Playtika Holding Corp.,3.47,USD,Servizi tecnologici,1304913694.9999998,USD,
BV,"BrightView Holdings, Inc.",13.83,USD,Servizi commerciali,1302785951,USD,
ECPG,"Encore Capital Group, Inc.",58.41,USD,Finanza,1302757747.0000002,USD,
ENOV,Enovis Corporation,22.73,USD,Tecnologia sanitaria,1299914683,USD,
GCT,"GigaCloud Technology, Inc. Class A",35.03,USD,Servizi di distribuzione,1298097661.9999998,USD,
SOC,Sable Offshore Corp.,8.95,USD,Minerali energetici,1297408011,USD,
REAL,"RealReal, Inc.",11.11,USD,Vendita al dettaglio,1296346380,USD,
ARHS,"Arhaus, Inc. Class A",9.18,USD,Beni di consumo durevoli,1294963068,USD,
USPH,"U.S. Physical Therapy, Inc.",85.09,USD,Servizi sanitari,1293718407,USD,
TSHA,"Taysha Gene Therapies, Inc.",4.7,USD,Tecnologia sanitaria,1287420999,USD,
PLPC,Preformed Line Products Company,262.62,USD,Filiera di fabbricazione,1287329392,USD,
ENVX,Enovix Corporation,5.95,USD,Filiera di fabbricazione,1284105125,USD,
NEO,"NeoGenomics, Inc.",9.89,USD,Servizi sanitari,1283842801.9999998,USD,
PDFS,"PDF Solutions, Inc.",32.43,USD,Servizi tecnologici,1281405381,USD,
NNE,Nano Nuclear Energy Inc.,24.6,USD,Filiera di fabbricazione,1281236757,USD,
IIPR,Innovative Industrial Properties Inc,45.71,USD,Finanza,1280930117,USD,
LGIH,"LGI Homes, Inc.",55.46,USD,Beni di consumo durevoli,1279966846.0000002,USD,
NVCR,NovoCure Ltd.,11.36,USD,Tecnologia sanitaria,1272115334.0000002,USD,
EYPT,"EyePoint, Inc.",15.33,USD,Tecnologia sanitaria,1269128018.0000002,USD,
CCB,Coastal Financial Corporation,83.65,USD,Finanza,1264893634.9999998,USD,
TRUP,"Trupanion, Inc.",29.06,USD,Finanza,1262080663,USD,
PRA,ProAssurance Corporation,24.5,USD,Finanza,1259634251,USD,
CWH,"Camping World Holdings, Inc. Class A",12.28,USD,Vendita al dettaglio,1256066580,USD,
RBCAA,"Republic Bancorp, Inc. Class A",71.88,USD,Finanza,1249884662,USD,
RLJ,RLJ Lodging Trust,8.22,USD,Finanza,1248263874,USD,
DAWN,"Day One Biopharmaceuticals, Inc.",11.78,USD,Tecnologia sanitaria,1245200669,USD,
IDT,IDT Corporation Class B,49.62,USD,Comunicazione,1244123302,USD,
AMPX,Amprius Technologies Inc,9.52,USD,Filiera di fabbricazione,1242206226,USD,
TRIP,"TripAdvisor, Inc.",10.81,USD,Servizi al consumatore,1240503960,USD,
ZD,"Ziff Davis, Inc.",31.39,USD,Servizi tecnologici,1240057888,USD,
BH,"Biglari Holdings, Inc. Class B",391.18,USD,Servizi al consumatore,1237315624.0000002,USD,
PFBC,Preferred Bank,92.21,USD,Finanza,1234944302.0000002,USD,
ALX,"Alexander's, Inc.",241.72,USD,Finanza,1234534210,USD,
GIC,Global Industrial Company,32.01,USD,Vendita al dettaglio,1232192126,USD,
NPKI,NPK International Inc.,14.58,USD,Filiera di fabbricazione,1231932684,USD,
ARLO,"Arlo Technologies, Inc.",11.61,USD,Tecnologia elettronica,1230570146.0000002,USD,
JCAP,"Jefferson Capital, Inc.",21.1,USD,Finanza,1229929022,USD,
DLX,Deluxe Corporation,27.23,USD,Servizi commerciali,1227569252,USD,
HLIT,Harmonic Inc.,10.9,USD,Tecnologia elettronica,1223340507,USD,
SEPN,"Septerna, Inc.",27.28,USD,Tecnologia sanitaria,1221440011,USD,
VITL,"Vital Farms, Inc.",27.17,USD,Industrie di trasformazione,1216523736,USD,
DFIN,"Donnelley Financial Solutions, Inc.",47.43,USD,Servizi tecnologici,1215155743,USD,
PEBO,Peoples Bancorp Inc.,34.03,USD,Finanza,1214971848,USD,
AMAL,Amalgamated Financial Corp,40.45,USD,Finanza,1210924218,USD,
AEBI,Aebi Schmidt Holding AG,15.61,USD,Beni di consumo durevoli,1207305184,USD,
AAT,"American Assets Trust, Inc.",19.55,USD,Finanza,1200192787,USD,
GERN,Geron Corporation,1.88,USD,Tecnologia sanitaria,1200107819.0000002,USD,
TMP,Tompkins Financial Corporation,83,USD,Finanza,1197846040,USD,
ULCC,"Frontier Group Holdings, Inc.",5.21,USD,Trasporti,1196266681.0000002,USD,
EXPI,"eXp World Holdings, Inc.",7.51,USD,Finanza,1192863771,USD,
CBL,"CBL & Associates Properties, Inc.",38.22,USD,Finanza,1172689666,USD,
STGW,"Stagwell, Inc. Class A",4.63,USD,Servizi commerciali,1171306099,USD,
SAFT,"Safety Insurance Group, Inc.",78.42,USD,Finanza,1167991645,USD,
LZ,"LegalZoom.com, Inc.",6.56,USD,Servizi tecnologici,1162892920,USD,
ALNT,Allient Inc.,68.37,USD,Filiera di fabbricazione,1158426916,USD,
LIND,"Lindblad Expeditions Holdings, Inc.",20.85,USD,Servizi al consumatore,1155105483.0000002,USD,
CTBI,"Community Trust Bancorp, Inc.",63.57,USD,Finanza,1151624485.9999998,USD,
ORC,"Orchid Island Capital, Inc.",7.58,USD,Finanza,1149978148,USD,
GLDD,Great Lakes Dredge & Dock Corporation,16.89,USD,Servizi industriali,1148508232.0000002,USD,
NBR,Nabors Industries Ltd.,78.19,USD,Servizi industriali,1147296398,USD,
ACVA,"ACV Auctions, Inc. Class A",6.66,USD,Servizi tecnologici,1146660291,USD,
SAFE,Safehold Inc.,15.94,USD,Finanza,1143802354,USD,
INBX,"Inhibrx Biosciences, Inc.",78.64,USD,Tecnologia sanitaria,1143719576,USD,
LMB,"Limbach Holdings, Inc.",98.24,USD,Varie,1142218265,USD,
IOVA,Iovance Biotherapeutics Inc,2.87,USD,Tecnologia sanitaria,1139297990,USD,
MRTN,"Marten Transport, Ltd.",13.9,USD,Trasporti,1133133861,USD,
TWO,Two Harbors Investment Corp.,10.78,USD,Finanza,1132365560,USD,
CIM,Chimera Investment Corporation,13.54,USD,Finanza,1129270210,USD,
REX,REX American Resources Corporation,34.18,USD,Industrie di trasformazione,1125811191.9999998,USD,
SVRA,"Savara, Inc.",5.53,USD,Tecnologia sanitaria,1125177252,USD,
PNTG,Pennant Group Inc,32.32,USD,Servizi sanitari,1118069003.0000002,USD,
OUST,"Ouster, Inc.",18.62,USD,Tecnologia elettronica,1117297219,USD,
DEA,Easterly Government Properties Inc,24.13,USD,Finanza,1112595155,USD,
BLFS,"BioLife Solutions, Inc.",23.09,USD,Tecnologia sanitaria,1111738445,USD,
DEC,Diversified Energy Company,13.69,USD,Minerali energetici,1111184340.0000002,USD,
OCFC,OceanFirst Financial Corp.,19.34,USD,Finanza,1109933663,USD,
INNV,InnovAge Holding Corp.,8.16,USD,Servizi tecnologici,1107307596.0000002,USD,
